,Unnamed: 0,Run,Event,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M,M_noise
806,66825,147754,379550728,28.7372,3.15456,-4.90253,28.1397,5.82975,2.27792,-0.999036,-1,169.738,29.1668,-27.916,164.867,40.3733,2.11478,-0.76349,1,4.39055,3.6699213314710675
807,35417,149181,391817461,92.5956,5.90614,21.2645,89.9271,22.0695,2.11268,1.29988,1,10.2736,-2.96894,-5.07521,8.42459,5.87983,1.1569,-2.10011,-1,25.2644,21.468451776930138
808,98802,146511,40394407,98.2561,-18.8279,0.813131,96.4319,18.8454,2.33513,3.09843,-1,14.2226,5.04294,0.42757,13.2917,5.06103,1.69314,0.0845837,-1,20.5094,20.676876606631957
809,30240,149181,448204715,2.64618,0.840965,1.45321,-2.04529,1.679,-1.02755,1.04619,1,145.107,-19.8184,-43.3937,137.041,47.7052,1.77739,-1.99922,1,38.5744,45.278499613139054
810,87080,147926,228555077,8.46632,-1.62075,-2.68442,-7.8642,3.13575,-1.65017,-2.11398,1,78.1451,-14.138,-4.66386,-76.7139,14.8874,-2.342,-2.82295,1,6.76382,10.275042486994694
811,37378,147114,128888942,2.09543,1.22651,1.66814,0.322197,2.07051,0.154991,0.936801,1,114.805,22.0117,4.84437,-112.571,22.5385,-2.31138,0.216628,-1,21.989,28.84387134706874
812,71065,147929,357287659,27.2174,-7.65485,-24.315,9.53786,25.4915,0.365936,-1.87579,-1,104.456,10.6653,26.6045,-100.447,28.6627,-1.96694,1.18953,1,95.1799,99.67308371658652
813,49068,149011,574821908,2.25583,1.1857,0.407657,-1.87529,1.25382,-1.19235,0.331151,-1,78.65,4.05879,-20.2751,75.8833,20.6774,2.01137,-1.37322,1,25.4235,27.901354004577577
814,6414,146644,25894999,14.4496,9.34609,-10.3067,-3.90066,13.9132,-0.276808,-0.834237,-1,9.12933,-5.60631,1.62254,7.02007,5.83638,1.01777,2.85988,1,21.3737,22.43023111169686
815,75726,148029,327022641,57.9171,-18.0259,-17.8201,-52.0759,25.3473,-1.46774,-2.36194,-1,14.9462,4.08108,0.0689733,-14.3781,4.08166,-1.97191,0.0168991,-1,19.5797,23.320618602933845
816,50970,149011,178285384,30.5586,10.3467,2.73763,28.623,10.7027,1.71011,0.258664,1,29.4863,6.51677,0.17895,28.7566,6.51923,2.18987,0.0274531,-1,4.48142,4.569879532832757
817,49669,149011,654826445,23.8287,0.759492,5.40309,23.1956,5.45621,2.15391,1.43115,-1,72.0997,14.1235,-10.6129,-69.9018,17.6666,-2.08416,-0.644417,1,82.293,83.78641453086149
818,39008,147114,476532147,17.192,-0.379995,15.5226,-7.38037,15.5273,-0.459026,1.59527,-1,35.1591,6.88307,6.92201,33.7768,9.76171,1.95471,0.788219,1,38.7017,50.26125702446178
819,99817,146511,281857752,34.8986,23.4489,-4.62499,-25.4298,23.9006,-0.925898,-0.194737,-1,3.11313,2.20355,1.35116,-1.73503,2.58482,-0.628945,0.550051,-1,6.18079,7.890476282307126
820,78192,148029,48776959,8.17737,-2.39256,-3.67057,6.90448,4.38148,1.2361,-2.14845,1,16.8705,3.36395,4.49548,-15.9088,5.61476,-1.7644,0.928387,1,23.3387,25.75636040256353
821,57818,148031,5104295,3.83375,0.559021,-2.9045,-2.43907,2.9578,-0.75178,-1.38065,-1,26.535,6.23812,-15.291,-20.7697,16.5145,-1.05237,-1.18345,1,2.51803,-2.1634711893291123
822,92778,146944,450026756,3.53908,-2.25974,-2.40739,-1.27403,3.30181,-0.376874,-2.32457,-1,47.9596,26.7672,7.16879,-39.1439,27.7105,-1.14528,0.261679,1,19.88,22.09432547452621
823,60375,147754,232540861,94.0616,-24.4671,6.09398,-90.619,25.2146,-1.99121,2.89749,1,11.4526,-2.42842,-0.00186526,-11.1921,2.42842,-2.23268,-3.14082,1,2.69083,-6.448496506492633
824,14103,146644,1370893864,22.8431,6.72973,-20.3415,-7.9209,21.4258,-0.361748,-1.25129,1,15.0735,-1.4605,-2.33885,-14.8192,2.75741,-2.38332,-2.129,1,19.4524,24.55337678949431
825,7942,146644,839682286,11.3548,2.78197,-2.55271,10.7087,3.77567,1.76535,-0.74245,1,74.8144,1.21048,13.5413,-73.5688,13.5953,-2.39007,1.48164,-1,57.7673,57.04246119751472
826,77392,148029,421846391,78.6309,-20.9373,6.44684,75.5174,21.9073,1.95109,2.84289,-1,15.4812,-2.64808,-2.33783,15.0729,3.53239,2.15752,-2.41834,-1,8.79409,14.017002293406144
827,78970,148029,278267130,59.8944,7.60741,10.962,58.3892,13.3431,2.18209,0.964121,1,23.7465,4.54858,2.49893,23.1725,5.18982,2.20172,0.502372,-1,3.81191,4.828757839725155
828,28767,149181,1197100735,23.7316,-12.7021,-2.44088,-19.897,12.9345,-1.21582,-2.95174,1,46.4966,46.1672,3.64422,4.15272,46.3108,0.0895508,0.0787718,-1,59.6889,63.66512225596869
829,22828,149181,1731501947,24.567,17.3578,-0.651158,-17.3729,17.37,-0.881492,-0.0374963,-1,18.3536,-12.3834,-0.468053,13.5384,12.3923,0.945285,-3.10381,1,42.4438,42.874145640273305
830,43094,149011,835241651,24.0949,10.3072,9.78366,19.4578,14.2112,1.11994,0.759345,-1,26.5929,-2.36754,4.1871,26.1543,4.8101,2.39479,2.08541,1,15.1846,3.104706652305543
831,98883,146511,50244145,2.08101,-1.79546,1.01091,-0.291555,2.06048,-0.14103,2.6288,1,12.7068,-2.36329,1.25158,12.4222,2.67424,2.24036,2.65455,1,7.00804,3.179483943516999
832,37368,147114,128012773,24.9861,12.5442,12.6567,-17.5144,17.8199,-0.8692,0.789864,1,3.65652,-2.54904,2.45397,0.922253,3.5383,0.257784,2.37519,-1,14.7263,17.572930733316447
833,62976,147754,183642423,38.4079,-11.5339,-9.94158,-35.2605,15.2271,-1.5765,-2.4302,1,35.2293,6.39409,7.56826,33.8074,9.90772,1.94132,0.869296,1,73.4049,68.69881870937353
834,6361,146644,1088855719,3.58601,1.7721,-0.676509,-3.04327,1.89684,-1.25131,-0.364681,1,30.2693,-1.06632,-14.2207,-26.6996,14.2606,-1.38501,-1.64564,-1,6.25481,8.709550549238113
835,473,147115,199671656,46.9544,-43.0571,16.0351,-9.67878,45.946,-0.209128,2.78509,1,57.9267,48.4667,-3.04355,-31.5789,48.5621,-0.611457,-0.0627143,-1,95.3929,85.50214388019631
836,51843,149011,520451841,119.588,-19.5081,-19.4277,116.376,27.5319,2.14834,-2.35826,1,8.30551,0.740482,2.53966,7.87294,2.64541,1.81085,1.28709,1,16.7813,17.355411128935543
837,70952,147929,276981397,70.4125,15.8938,21.8135,-65.0345,26.9896,-1.61313,0.941118,1,37.4537,-5.79805,-5.01538,-36.6607,7.66625,-2.26878,-2.42845,1,30.1514,33.86818021173584
838,10273,146644,1153222294,2.65087,-1.20672,-2.34175,-0.295222,2.63438,-0.111832,-2.04662,-1,13.1675,-3.27264,-1.25972,-12.692,3.50671,-1.998,-2.77415,-1,6.96553,6.211701182662164
839,98321,146511,22903797,9.76552,2.06279,-0.821931,9.50972,2.22051,2.16108,-0.379175,1,76.1013,-12.2475,13.7574,73.8386,18.4193,2.09684,2.2982,-1,12.4544,0.7708643271123119
840,21970,149181,735203249,13.2385,-0.601274,-8.23178,10.3505,8.25371,1.05012,-1.64371,1,70.6052,-2.85371,17.8637,68.2483,18.0902,2.03805,1.72921,1,27.3362,24.753756844478065
841,62139,147754,612219793,33.9456,5.31552,32.162,9.4684,32.5983,0.28652,1.407,1,71.3269,-4.64845,-27.7383,-65.5477,28.1251,-1.5824,-1.73684,-1,88.9797,87.25160879522834
842,35353,149181,271925039,23.8044,-6.06557,17.1711,15.3301,18.2109,0.764982,1.91036,1,45.3907,-6.07979,-10.2444,-43.7996,11.9127,-2.01317,-2.1064,-1,61.4976,66.43392968377627
843,15739,146644,1131279126,26.968,-10.5176,-6.30173,-24.0196,12.261,-1.42516,-2.60179,-1,10.8562,1.77258,1.49176,-10.6061,2.31676,-2.22613,0.699583,-1,11.4943,5.048032855658237
844,34548,149181,661151665,2.86187,-2.20649,0.148761,-1.81648,2.2115,-0.749275,3.07427,1,3.69797,-0.754082,1.49755,-3.29601,1.67669,-1.42823,2.03728,-1,2.32781,4.577016992794159
845,64192,147754,179546192,27.6174,11.7226,-9.9699,22.9326,15.3889,1.18932,-0.704777,1,19.7078,-5.1089,2.13722,18.9137,5.53792,1.94219,2.74538,1,19.5824,21.689565416102962
846,59260,148031,285730873,2.54909,1.29233,-1.94201,1.02779,2.33271,0.427464,-0.983632,-1,138.802,-23.2719,24.2827,-134.666,33.6338,-2.09565,2.33494,1,33.7479,40.414883078104154
847,1014,147115,283727831,50.9419,13.1637,-6.60435,-48.7666,14.7275,-1.91253,-0.465013,1,12.5236,0.571684,2.59236,-12.239,2.65465,-2.23302,1.35374,1,10.0715,17.057213091401582
848,57064,148031,533185595,2.43218,2.11777,-0.693863,0.974222,2.22854,0.42431,-0.316617,1,124.768,24.2626,-15.8259,121.359,28.9678,2.13966,-0.577974,1,15.6758,22.570674824989588
849,77158,148029,85708472,59.0229,-41.5602,9.56918,40.8029,42.6477,0.850454,2.91529,-1,30.7199,-6.95403,-0.335217,-29.9206,6.9621,-2.16448,-3.09343,-1,74.138,62.68999396159643
850,46188,149011,498911591,27.7249,-9.46967,-3.16046,25.8651,9.98314,1.68046,-2.81947,1,99.4733,34.3196,7.81771,-93.0376,35.1987,-1.69914,0.22397,-1,105.014,108.80320158533412
851,11683,146644,872785575,8.50817,6.92946,-0.423195,-4.91858,6.94237,-0.659606,-0.0609961,1,51.0304,-0.426599,-24.4314,44.7998,24.4351,1.36656,-1.58826,1,35.9762,34.86046540910441
852,3502,147115,18072956,119.256,-16.7917,11.6109,-117.495,20.4151,-2.45074,2.53662,1,10.9138,-2.86016,-0.787206,10.5029,2.96651,1.97678,-2.87301,1,70.6638,73.92995472338664
853,66773,147754,151386194,4.20993,2.7742,0.960164,-3.01751,2.93566,-0.900953,0.333201,1,27.5612,2.56198,-26.5298,-7.01592,26.6532,-0.260281,-1.47452,-1,15.0483,8.515939724435379
854,27490,149181,1764859006,30.2546,-4.9698,-0.852103,-29.8315,5.04232,-2.47791,-2.97179,1,64.2777,20.5702,-8.20219,-60.3425,22.1452,-1.72765,-0.379421,-1,21.9013,26.877285753219596
855,89910,146944,183439299,51.3731,19.4539,-26.1244,-39.7272,32.5721,-1.0285,-0.930719,1,46.7425,-35.9935,29.57,3.86571,46.5824,0.0828916,2.45386,-1,89.7507,90.24468901382357
856,52108,148031,108416530,19.4821,-17.1281,-6.17435,-6.93246,18.207,-0.372111,-2.79561,-1,4.34349,-2.83344,0.128845,3.28952,2.83636,0.989959,3.09615,-1,10.926,5.33745072399042
857,22232,149181,687721752,8.87062,2.3738,-0.0442132,8.54699,2.37422,1.99281,-0.0186233,-1,59.3415,-18.8928,-3.18103,-56.1637,19.1587,-1.79656,-2.97478,1,45.8505,45.098921882905294
858,64150,147754,170351784,10.855,2.06781,-1.56539,-10.5406,2.59351,-2.11017,-0.647985,1,99.6222,-5.42006,19.7931,97.4856,20.5218,2.26226,1.83808,1,65.5918,64.81188805254457
859,93469,146944,216282285,3.98319,-2.41126,2.70082,-1.66048,3.62058,-0.4439,2.29961,-1,80.7369,18.5457,-7.24245,-78.2436,19.9097,-2.07757,-0.372306,1,22.6251,23.873741907244924
860,27713,149181,1311111480,2.78141,-2.62766,-0.0596394,-0.909986,2.62834,-0.339652,-3.1189,1,97.2713,18.0307,-1.76797,95.5692,18.1171,2.36501,-0.0977407,1,28.4532,18.549929809820064
861,35938,149181,215752490,2.57215,0.973282,2.14961,-1.02366,2.35968,-0.421243,1.14564,1,42.3394,-14.2899,8.85754,-38.8583,16.8124,-1.57477,2.58671,1,11.3131,11.1415198399963
862,27049,149181,1267853485,23.914,-23.2614,5.48626,0.828624,23.8996,0.034664,2.90997,1,198.778,33.0241,-15.4144,-195.408,36.4444,-2.38104,-0.436707,1,107.408,121.71242643110165
863,1525,147115,431812961,30.1399,1.93108,-7.48401,29.1321,7.72913,2.03714,-1.31828,-1,36.2578,-7.62657,-7.44535,-34.6559,10.6582,-1.89513,-2.36822,1,64.2092,71.69573204116172
864,96005,149182,192954852,25.6984,-14.3414,-14.9261,15.2296,20.6994,0.681712,-2.33622,-1,11.3723,-2.76045,0.195045,-11.0305,2.76733,-2.0913,3.07105,-1,29.1054,28.344684369561474
865,17139,146644,205127491,19.49,17.8618,4.9067,-6.06148,18.5235,-0.321657,0.268091,1,14.3606,-2.96385,-2.43249,13.8392,3.83424,1.99534,-2.45434,1,29.2797,24.19765924851999
866,91897,146944,523833560,2.63107,-1.04415,-2.36234,-0.501603,2.58281,-0.193008,-1.98698,1,23.7534,14.1443,7.62278,-17.4944,16.0676,-0.94279,0.494303,1,13.1528,9.216141923233511
867,19933,149181,1706812495,69.7265,-11.1595,15.2197,-67.1238,18.8725,-1.98118,2.20348,1,10.9557,0.446167,-6.13566,9.06548,6.15186,1.18004,-1.49821,-1,54.2361,45.30318486438378
868,8076,146644,1159911077,217.315,50.3242,-8.79544,211.225,51.087,2.12686,-0.173028,-1,18.2988,-3.66466,-0.586436,17.9184,3.71129,2.27815,-2.98291,-1,27.2409,33.995413850165576
869,29680,149181,1729181774,46.2239,-21.7644,-4.8617,40.4886,22.3008,1.35797,-2.92182,-1,81.5471,74.5707,-22.5979,24.0515,77.9196,0.303968,-0.294243,1,92.8304,91.37345107734839
870,81756,147926,262693615,72.0378,12.1472,-6.5878,-70.7,13.8186,-2.33499,-0.496937,-1,30.5688,-10.6096,2.28458,-28.5774,10.8528,-1.69559,2.9295,1,25.5192,25.756079405116687
871,44756,149011,621992362,90.7735,1.81622,-21.3859,88.1996,21.4629,2.12091,-1.48607,1,2.54952,-1.96215,-1.5967,0.317153,2.52972,0.125045,-2.45852,1,18.5942,20.265260654911764
872,90329,146944,610247683,2.13675,-0.463697,-1.95285,0.732844,2.00715,0.357456,-1.80393,1,97.6074,1.40254,-13.89,-96.6038,13.9607,-2.6327,-1.47016,1,22.4893,26.60253066829178
873,13475,146644,1043112575,7.82303,2.82437,-3.18593,6.56297,4.25761,1.21755,-0.845483,1,16.6868,-5.13895,2.98147,-15.5933,5.94121,-1.69254,2.61588,1,22.6668,24.536007818152004
874,39867,147114,478119185,17.2686,-5.19331,-2.28587,16.3098,5.67412,1.77797,-2.72695,-1,146.904,50.7011,-12.2081,137.336,52.1502,1.69569,-0.236289,-1,32.6284,39.94582414756626
875,71940,147929,464276169,5.45993,-0.851488,4.67098,-2.69588,4.74796,-0.541016,1.75111,-1,99.3746,17.8983,-12.9503,96.8879,22.092,2.18424,-0.626356,1,41.9406,36.991652444834884
876,32495,149181,539422528,48.4932,18.0444,2.44577,44.9446,18.2094,1.63536,0.134721,1,57.9606,-12.2871,-6.0678,56.3173,13.7037,2.12097,-2.68289,-1,32.1277,25.777949220499863
877,5160,147115,576305415,2.83572,2.82472,-0.224057,0.109719,2.83359,0.038711,-0.0791543,-1,61.6152,-8.0027,-9.99248,-60.2706,12.8021,-2.25348,-2.24607,1,20.085,24.290992198381545
878,68159,147929,266613019,97.4262,17.2596,-7.60534,-95.5831,18.861,-2.32564,-0.415046,1,31.9907,6.4683,-4.58096,-30.9933,7.92616,-2.07271,-0.61622,-1,3.95542,2.958585880147418
879,33775,149181,521603096,232.993,1.73734,48.4388,-227.895,48.4699,-2.25221,1.53495,1,161.226,1.54343,-36.367,-157.063,36.3998,-2.1684,-1.52838,-1,84.0166,85.49776393896565
880,4029,147115,66951099,19.6357,-2.79271,-1.73013,-19.3589,3.28521,-2.47399,-2.58695,1,13.9477,-9.46907,6.40783,-7.98837,11.4334,-0.651589,2.54667,-1,14.413,19.88872921488222
881,52141,148031,110067104,5.14896,0.00092907,3.84939,-3.41965,3.84939,-0.80019,1.57055,1,133.968,21.9341,-16.7842,-131.09,27.6191,-2.26144,-0.653165,-1,24.7427,24.26938726605984
882,43903,149011,868426367,25.3302,18.0452,9.0175,-15.3191,20.1729,-0.700643,0.463422,1,6.27883,3.8622,1.20205,-4.80231,4.04494,-1.00778,0.301731,-1,3.1443,3.654877028044722
883,9609,146644,1059693803,20.7965,-3.4228,16.2316,-12.5426,16.5885,-0.698019,1.77862,1,20.188,2.06626,-4.38514,19.5973,4.84756,2.10502,-1.13046,1,38.5717,28.74674394844003
884,52713,148031,551664593,155.707,7.42673,-23.6555,-153.72,24.794,-2.52412,-1.26659,-1,46.3877,1.53046,9.18225,-45.444,9.30892,-2.28898,1.40564,-1,29.7677,30.71410408891998
885,15518,146644,125106270,26.7341,3.56773,-11.8623,23.6911,12.3872,1.40382,-1.27864,-1,3.98438,1.4494,-3.07588,2.0769,3.40026,0.578068,-1.13044,-1,5.59583,1.803556430813546
886,51517,149011,271495441,13.1476,-7.85431,-7.89429,6.98921,11.136,0.592368,-2.35366,1,4.69359,-1.39987,2.53488,-3.69386,2.89573,-1.0635,2.07536,-1,13.8955,9.168888980506754
887,65753,147754,328869356,3.95753,-2.29866,3.02033,1.12065,3.79555,0.291124,2.22134,1,43.1716,6.50249,12.9517,40.6664,14.4923,1.75527,1.1055,1,14.2203,15.663835877701334
888,88830,146944,254356617,71.4594,24.8768,-0.344654,66.9885,24.8792,1.71646,-0.0138535,1,8.54697,-2.58466,-0.726355,8.11435,2.68478,1.82549,-2.86763,1,16.2013,14.704945891456378
889,25133,149181,1696745822,13.0655,0.883227,-4.98089,-12.0465,5.0586,-1.60226,-1.3953,-1,183.435,17.1752,29.7741,-180.186,34.3728,-2.35885,1.04757,-1,26.8028,24.05367602818793
890,44065,149011,381826838,53.0525,23.1059,9.92985,46.7128,25.1492,1.37799,0.40589,-1,20.3159,-1.99132,-4.26173,19.7638,4.70401,2.14245,-2.00791,1,22.0416,21.29882052123479
891,33549,149181,660137927,2.0724,0.772977,1.78262,0.720855,1.94299,0.362979,1.16165,-1,27.4134,-6.69341,0.12966,26.5833,6.69467,2.08761,3.12222,-1,9.22946,12.071565209232421
892,17952,146644,1075126036,11.0916,-1.67926,1.35696,10.8794,2.15899,2.32008,2.46195,-1,111.13,-5.52828,42.8866,-102.372,43.2414,-1.59684,1.69899,1,67.5109,77.24485363560672
893,96091,149182,233971476,54.6698,-21.755,-19.2314,46.3213,29.0367,1.24647,-2.41769,-1,9.96434,1.89286,1.00976,9.73065,2.14535,2.21706,0.490053,1,17.5847,25.796968710610017
894,714,147115,616626670,5.74591,2.33876,-3.51619,3.89642,4.22296,0.825626,-0.98385,1,37.3678,21.2115,-10.4658,28.929,23.6529,1.03066,-0.458354,1,5.58279,15.252242819605492
895,27395,149181,839268007,3.49385,2.54522,-2.3862,-0.186653,3.48886,-0.0534742,-0.753164,1,55.587,-37.3458,25.317,-32.4694,45.1182,-0.668692,2.54585,-1,26.2151,33.256122286718345
896,48846,149011,20946616,40.1761,-7.86294,-24.3863,30.9452,25.6226,1.02091,-1.8827,-1,10.9766,3.96424,1.70313,-10.093,4.31461,-1.58582,0.40578,-1,40.6455,43.55420302205329
897,23130,149181,1177195131,2.60826,-1.474,1.1085,1.84433,1.8443,0.881384,2.49679,-1,42.1189,-11.9425,24.0356,32.4602,26.839,1.022,2.03193,1,3.38905,11.8502668533426
898,98467,146511,401745453,2.38631,-1.61419,-1.17175,1.30991,1.99465,0.616846,-2.51369,1,68.2423,12.0026,-0.601841,67.1758,12.0176,2.42199,-0.0501007,1,13.6764,14.780328652908189
899,67743,147929,39060374,92.2696,27.368,-2.7277,88.0752,27.5036,1.88055,-0.0993393,1,28.7289,5.64675,-3.92013,-27.8944,6.8741,-2.10866,-0.606842,1,99.422,98.05532139187396
900,20276,149181,1221757698,53.7524,24.9316,-13.6903,-45.6104,28.4431,-1.25087,-0.502162,-1,5.27726,-2.76433,0.354321,-4.48134,2.78695,-1.2532,3.01411,-1,17.4951,25.495027950466238
901,1310,147115,336735528,15.8617,-12.5609,0.257955,9.68244,12.5636,0.709606,3.12106,-1,114.417,18.6315,8.73953,112.551,20.5794,2.40052,0.438602,-1,43.7459,39.376589561160095
902,43641,149011,15044530,44.9217,22.1874,4.85842,-38.7567,22.7131,-1.30404,0.21557,-1,13.564,2.01361,2.32823,13.2101,3.07819,2.16309,0.857736,1,46.1587,40.979703407910556
903,58521,148031,270089976,51.5469,-5.07052,13.144,-49.5844,14.0881,-1.97109,1.93897,1,17.7575,-1.95291,-4.02249,17.1853,4.47149,2.05599,-2.02278,1,60.1737,52.421096464111216
904,85003,147926,523986653,19.6781,4.67857,1.67971,-19.0399,4.97096,-2.05269,0.344689,1,46.2376,8.77086,7.55248,-44.7655,11.5745,-2.06209,0.710896,-1,2.76321,0.1011440777025654
905,41922,147114,693021270,32.7267,12.1567,-12.7994,-27.5577,17.6524,-1.2282,-0.811146,-1,2.58228,-0.654947,1.9908,-1.50862,2.09577,-0.668846,1.88863,-1,12.3595,13.807319854184884
906,52293,148031,125294547,31.3499,19.0289,23.2789,-8.87745,30.0667,-0.291129,0.885515,1,80.7907,-24.8129,-21.3448,73.8637,32.7304,1.55289,-2.43119,-1,91.1871,95.8864259608456
907,76449,148029,372631914,8.99289,7.96352,3.30989,-2.54934,8.62398,-0.291466,0.393909,1,12.5157,-11.0393,-5.89712,-0.0142573,12.5157,-0.00113915,-2.65097,-1,20.9736,15.267720890191827
908,67447,147929,188291193,33.9794,-4.55843,-19.426,-27.5036,19.9537,-1.12535,-1.80128,1,3.835,-0.937632,-2.77146,-2.47933,2.92577,-0.769263,-1.89703,-1,2.83119,8.3687124531575
909,79185,148029,302793633,21.919,17.5207,0.494055,13.1614,17.5277,0.693859,0.0281908,1,5.08742,4.66817,-1.29934,-1.54975,4.84562,-0.31461,-0.271468,-1,10.0757,14.651479444935068
910,66205,147754,389031765,101.711,0.884373,-19.4989,99.8207,19.5189,2.33456,-1.52547,1,33.8692,-6.09471,4.75958,32.9745,7.73299,2.15686,2.47858,-1,22.4288,16.150168694257555
911,99774,146511,542989609,12.6472,-0.510325,-3.20599,-12.2234,3.24635,-2.03615,-1.72865,-1,58.8517,0.0107974,-20.2872,-55.2445,20.2872,-1.72705,-1.57026,-1,2.82698,11.366944408159643
912,4993,147115,229331783,3.61155,-0.791959,-3.5118,-0.288656,3.59999,-0.0800968,-1.7926,1,16.3605,-1.63289,-15.2291,5.75113,15.3164,0.367182,-1.67761,-1,3.45607,-1.1500957748781429
913,64526,147754,578715329,25.251,1.36475,5.88288,-24.5182,6.03911,-2.10914,1.34284,1,30.3965,-13.3163,19.2807,19.3618,23.4322,0.753068,2.17522,1,47.8959,46.86377722356648
914,11784,146644,1307413585,92.3269,-26.5368,-7.86439,88.0807,27.6776,1.8746,-2.85348,-1,19.9744,2.63952,3.05424,-19.5622,4.03677,-2.28178,0.858107,1,85.5721,87.31709973997201
915,55366,148031,279314954,4.14554,-2.29957,-3.11066,1.49039,3.86837,0.376331,-2.20739,1,30.4476,8.99091,10.2241,27.234,13.615,1.44376,0.849489,-1,16.62,12.17024559259465
916,47935,149011,255886064,139.477,-9.20723,31.9169,135.463,33.2184,2.11345,1.85165,-1,7.84557,0.687638,-2.3977,7.43849,2.49436,1.81278,-1.2915,1,18.4114,13.571437361922015
917,32727,149181,415839742,5.07898,-1.65925,-2.2898,-4.21898,2.82777,-1.19031,-2.19786,-1,45.4608,6.05097,-18.5937,41.0408,19.5535,1.48701,-1.25617,-1,27.2584,28.65625236261503
918,34244,149181,264196676,30.6527,8.56349,-12.7942,26.5059,15.3956,1.31175,-0.980954,1,35.6903,-3.42106,4.37396,35.2556,5.55295,2.54759,2.23455,-1,22.1259,19.290342988452416
919,41670,147114,657186435,29.935,5.04755,29.1269,4.71659,29.561,0.158885,1.39921,-1,6.0833,-4.87424,-0.998615,-3.50016,4.97548,-0.655517,-2.93951,-1,22.4634,24.305616647166396
920,6041,146644,1331945154,2.54026,1.64666,1.1074,1.5859,1.98439,0.732035,0.592038,-1,60.2431,-16.378,-5.27681,57.7334,17.207,1.92517,-2.8299,-1,13.7321,7.352433865372021
921,29121,149181,1684566053,89.8615,-13.1288,43.9438,77.2766,45.8631,1.29316,1.86112,-1,9.97475,2.45431,-4.36422,8.62703,5.007,1.31242,-1.05851,1,30.1225,23.802672001477283
922,69102,147929,252498172,2.71035,0.258549,1.79285,2.01614,1.8114,0.959084,1.42757,-1,19.2859,1.83493,12.7636,14.3411,12.8948,0.958503,1.42801,1,,
923,49744,149011,733216065,29.4186,-2.83694,-12.4582,26.499,12.7771,1.47622,-1.79469,-1,8.37304,1.16108,1.34051,8.18308,1.77344,2.23384,0.857,1,9.94725,5.095655836876781
924,22866,149181,1464698386,38.9736,19.6808,-2.10547,33.5734,19.7931,1.2989,-0.106575,-1,18.4809,-3.36422,-0.919514,-18.1489,3.48762,-2.35164,-2.87479,1,52.7989,55.465184636886676
925,44389,149011,912233060,2.36816,-1.20642,-0.76234,1.88987,1.4271,1.09316,-2.57804,1,75.5236,-6.91683,19.837,72.5429,21.0083,1.95274,1.9063,-1,9.85233,2.2122519270184284
926,7665,146644,1628841637,24.9761,9.84852,15.4054,17.0144,18.2844,0.831395,1.00199,1,21.1053,1.10276,-4.91546,-20.4953,5.03764,-2.11118,-1.35011,1,43.3753,44.92426352568739
927,89087,146944,335733489,137.695,-2.66912,-22.4521,135.826,22.6102,2.49298,-1.68912,1,12.8903,-1.88934,1.94669,12.6016,2.71278,2.24039,2.34124,1,14.2806,17.829841746581657
928,5251,147115,70482559,113.673,12.3434,-15.1136,111.986,19.5136,2.44792,-0.885952,-1,14.6306,-2.76788,3.01646,-14.0461,4.09392,-1.94658,2.31325,-1,81.435,77.68912924774712
929,99256,146511,27092625,2.60863,-1.63783,-1.94649,0.577641,2.54387,0.225164,-2.27029,-1,34.1345,-4.55216,6.09974,-33.2751,7.61111,-2.18118,2.21192,-1,15.0122,18.98349731478373
930,14200,146644,23321568,2.56518,-2.00742,1.5559,-0.359916,2.5398,-0.14124,2.48224,1,27.1055,-12.7871,-20.1708,12.8194,23.8825,0.513855,-2.1358,-1,12.638,12.12335187032694
931,85285,147926,35900632,3.98181,2.92289,-2.56295,0.861863,3.88742,0.219929,-0.71988,1,115.307,-17.6163,8.67555,-113.622,19.6367,-2.45601,2.68399,-1,35.5185,37.275224541421764
932,5856,146644,583871989,5.08156,0.43646,4.1004,-2.9696,4.12356,-0.669099,1.46475,-1,56.5778,0.522324,-21.7645,-52.2215,21.7708,-1.60894,-1.5468,1,21.0448,18.798088512943522
933,40623,147114,622976479,19.958,-10.4164,-3.50003,-16.6604,10.9887,-1.20368,-2.81743,-1,7.7901,7.41433,1.63462,-1.74394,7.59238,-0.227723,0.216997,1,20.4632,20.627910426784176
934,21627,149181,924065104,48.4969,12.2178,-11.1586,45.5869,16.5466,1.73801,-0.740119,1,8.23403,-2.01514,1.32334,-7.8732,2.41081,-1.8993,2.56052,-1,39.9406,38.49228184503567
935,78320,148029,166753638,8.3977,-1.38809,1.65532,8.11507,2.1603,2.03389,2.26861,-1,12.9104,-7.21222,-9.75584,4.4142,12.1323,0.356255,-2.2074,-1,12.5486,9.059079689263994
936,32994,149181,381750847,19.1128,12.6261,-3.07073,-14.016,12.9942,-0.935902,-0.238573,1,34.3315,25.0578,7.60383,-22.2023,26.1861,-0.769613,0.294621,-1,10.193,10.30166166048355
937,37329,147114,120524807,23.6539,-4.56658,-10.4859,-20.705,11.4371,-1.35545,-1.98152,-1,24.9517,3.99956,7.99376,-23.2957,8.93849,-1.68597,1.10688,1,20.4916,18.730060234121215
938,722,147115,618081542,4.63793,3.85379,2.06727,1.54439,4.37325,0.346189,0.492361,1,47.9382,-7.82453,-9.58716,-46.3134,12.3748,-2.0303,-2.25531,1,26.2234,28.086291888285576
